,phrases,frequency,English
4412,receiv paid plastic reveal glaze,1,
4413,receiv paid product almost month,1,
4414,receiv part the request they,1,
4415,receiv person thermal cup the,1,
4416,receiv pirat go my consum,1,
4417,receiv plastic curtain noth like,1,
4418,receiv posit the supplier week,1,
4419,receiv post offic envelop address,1,
4420,receiv previou model model hv,1,
4421,receiv print cartridg did print,1,
4422,receiv product accord photo the,1,
4423,receiv product accord store in,1,
4424,receiv product alreadi got touch,1,
4425,receiv product alreadi paid first,1,
4426,receiv product alreadi sent mail,1,
4427,receiv product alreadi sent messag,1,
4428,receiv product am mt upset,1,
4429,receiv product announc the photo,1,
4430,receiv product appear the site,1,
4431,receiv product await valu export,1,
4432,receiv product bought anoth smaller,1,
4433,receiv product brand lower purchas,1,
4434,receiv product came the wrong,1,
4435,receiv product came wrong have,1,
4436,receiv product case clock same,1,
4437,receiv product charg my credit,1,
4438,receiv product check product total,1,
4439,receiv product come complet it,1,
4440,receiv product contain two hundr,1,
4441,receiv product correctli did get,1,
4442,receiv product deliveri forecast thirteen,1,
4443,receiv product deliveri time two,1,
4444,receiv product did not ani,1,
4445,receiv product differ store the,1,
4446,receiv product do understand sinc,1,
4447,receiv product even disguis total,1,
4448,receiv product even money back,1,
4449,receiv product for reason can,1,
4450,receiv product ha yet arriv,1,
4451,receiv product had answer it,1,
4452,receiv product have noth say,1,
4453,receiv product is alreadi way,1,
4454,receiv product is jump nail,1,
4455,receiv product it alreadi pass,1,
4456,receiv product mattress protector cradl,1,
4457,receiv product may nine differ,1,
4458,receiv product mention mail receiv,1,
4459,receiv product miss part send,2,
4460,receiv product moment alway buy,1,
4461,receiv product my address is,1,
4462,receiv product my money back,1,
4463,receiv product need they said,1,
4464,receiv product neither post offic,1,
4465,receiv product no inform send,1,
4466,receiv product not comment store,1,
4467,receiv product not evalu yet,1,
4468,receiv product not even report,1,
4469,receiv product not know to,1,
4470,receiv product not posit the,1,
4471,receiv product not recommend store,1,
4472,receiv product not send connect,1,
4473,receiv product now canist no,1,
4474,receiv product on site is,1,
4475,receiv product one give an,1,
4476,receiv product order got anoth,1,
4477,receiv product outrag depend thi,1,
4478,receiv product past estim time,1,
4479,receiv product post offic not,1,
4480,receiv product post offic say,1,
4481,receiv product purchas cart the,1,
4482,receiv product purchas the canist,2,
4483,receiv product receiv one mail,1,
4484,receiv product repaid cancel cancel,1,
4485,receiv product request return the,1,
4486,receiv product return the question,1,
4487,receiv product say wa deliv,1,
4488,receiv product sent anoth product,1,
4489,receiv product smaller quantiti bought,1,
4490,receiv product state the track,1,
4491,receiv product still not know,1,
4492,receiv product still not respond,1,
4493,receiv product still not the,1,
4494,receiv product stop step deep,1,
4495,receiv product term to fulfil,1,
4496,receiv product the amount paid,1,
4497,receiv product the broken control,1,
4498,receiv product the combin bought,1,
4499,receiv product the deadlin inform,1,
4500,receiv product the deadlin the,2,
4501,receiv product the size not,1,
4502,receiv product the stark websit,1,
4503,receiv product the store did,1,
4504,receiv product the track say,1,
4505,receiv product the valu alreadi,1,
4506,receiv product thi time did,1,
4507,receiv product today post offic,1,
4508,receiv product twenti eight piec,1,
4509,receiv product twenti one day,1,
4510,receiv product unfortun never to,1,
4511,receiv product wa deliv the,1,
4512,receiv product wa email phone,1,
4513,receiv product wait said would,1,
4514,receiv product went post offic,1,
4515,receiv product when open box,1,
4516,receiv product when use realiz,1,
4517,receiv product with incorrect color,1,
4518,receiv product within it not,1,
4519,receiv product would like cancel,1,
4520,receiv product would like know,1,
4521,receiv product yet consid truck,1,
4522,receiv product yet deadlin pass,1,
4523,receiv product yet deadlin until,1,
4524,receiv product yet is even,1,
4525,receiv product yet it not,1,
4526,receiv product yet not evalu,1,
4527,receiv product yet not even,1,
4528,receiv product yet request deadlin,1,
4529,receiv product yet say if,1,
4530,receiv product yet two month,1,
4531,receiv purchas believ is perhap,1,
4532,receiv purchas demand urgent solut,1,
4533,receiv purchas pleas mi resent,1,
4534,receiv purchas product last time,1,
4535,receiv purchas until the moment,1,
4536,receiv purchas within deadlin am,1,
4537,receiv rectangular blue good qualiti,1,
4538,receiv rectronum still not receiv,1,
4539,receiv request correctli bought twokit,1,
4540,receiv respons my question not,1,
4541,receiv return resolv the issu,1,
4542,receiv return the amount paid,1,
4543,receiv return the store now,1,
4544,receiv ridicul site not deliv,1,
4545,receiv right product felt cheat,1,
4546,receiv risk product descript not,1,
4547,receiv room all cost two,1,
4548,receiv said empti cardboard box,1,
4549,receiv samsung model product refer,1,
4550,receiv satisfact disappoint not want,1,
4551,receiv saw it similar product,1,
4552,receiv seal box look ok,1,
4553,receiv seal packag open observ,1,
4554,receiv sheet if were quilt,1,
4555,receiv size thirti one thirti,1,
4556,receiv smartphon miss compon box,1,
4557,receiv sofa shall when call,1,
4558,receiv soon will cancel the,1,
4559,receiv strike not indic canist,1,
4560,receiv telephon full color inter,1,
4561,receiv that compos kit bought,1,
4562,receiv the amount paid not,1,
4563,receiv the base seat await,1,
4564,receiv the chair wive desk,1,
4565,receiv the control not work,1,
4566,receiv the converg my build,1,
4567,receiv the correspond far have,1,
4568,receiv the desk chair follow,1,
4569,receiv the fabric veri thin,1,
4570,receiv the one hundr sixti,1,
4571,receiv the pet box blue,1,
4572,receiv the post code pleas,1,
4573,receiv the product it not,1,
4574,receiv the product miss soon,1,
4575,receiv the ship code not,1,
4576,receiv the site inform receiv,1,
4577,receiv then have to run,1,
4578,receiv three am wait the,1,
4579,receiv three doll are clearli,1,
4580,receiv three glass want receiv,1,
4581,receiv three one without lithium,1,
4582,receiv three white sheet been,1,
4583,receiv total differ product bought,1,
4584,receiv total differ product the,1,
4585,receiv track car train tractor,1,
4586,receiv track code without separ,1,
4587,receiv tran the writer the,1,
4588,receiv twelv piec wait you,1,
4589,receiv twenti day ago my,1,
4590,receiv twenti eight ranger pleas,1,
4591,receiv two acquir sword the,1,
4592,receiv two cartel color roll,1,
4593,receiv two did accept deliveri,1,
4594,receiv two disappoint not solv,1,
4595,receiv two fixtur thirti two,1,
4596,receiv two hdi cabl extens,1,
4597,receiv two is miss one,1,
4598,receiv two laundri tank want,1,
4599,receiv two packag the post,1,
4600,receiv two solv without go,1,
4601,receiv two three luminari acquir,1,
4602,receiv unit that bought two,1,
4603,receiv us card microshc is,1,
4604,receiv use product tri chang,1,
4605,receiv valu back to buy,1,
4606,receiv voic central jeep renegad,1,
4607,receiv voic without product statu,1,
4608,receiv voucher purchas the payment,1,
4609,receiv wa deliv shall favor,1,
4610,receiv wa like mint preserv,1,
4611,receiv wa miss today june,1,
4612,receiv washer the number would,1,
4613,receiv well left boot no,1,
4614,receiv what receiv the fabric,1,
4615,receiv whole white no arm,1,
4616,receiv will enter cat the,1,
4617,receiv will to enter justic,1,
4618,receiv within two work day,1,
4619,receiv worri at request that,1,
4620,receiv would like know reason,1,
4621,receiv wrong good bought turbo,1,
4622,receiv wrong product bought puff,1,
4623,receiv wrong product could make,1,
4624,receiv wrong product did accept,1,
4625,receiv wrong product differ color,1,
4626,receiv wrong product had buy,1,
4627,receiv wrong product not return,1,
4628,receiv wrong product request exchang,1,
4629,receiv wrong product the call,1,
4630,receiv wrong product three day,1,
4631,receiv wrong product would like,1,
4632,receiv yesterday product unfortun work,1,
4633,receiv yet await problem solut,1,
4634,receiv yet let go you,1,
4635,receiv yet not inform reason,1,
4636,receiv yet run six fifteen,1,
4637,recent differ model product bought,1,
4638,recent product one the end,1,
4639,recharg request return sent seven,1,
4640,reciev watch match ad photo,1,
4641,recipi fifteen day still not,1,
4642,recipi howev the tea infus,1,
4643,recit product wrong color thi,1,
4644,reclaim via stark no one,1,
4645,recogn the card final discov,1,
4646,recogn when happen make differ,1,
4647,recommend all compani the su,1,
4648,recommend alway trust your servic,1,
4649,recommend anyon buy total disappoint,1,
4650,recommend besid delay deliv chair,1,
4651,recommend besid more freight absurd,1,
4652,recommend daili consumpt two capsul,1,
4653,recommend jessica qualiti alreadi came,1,
4654,recommend onlin store decid time,1,
4655,recommend product product finish not,1,
4656,recommend product the film besid,1,
4657,recommend seller noth comment the,1,
4658,recommend store anyon alreadi made,1,
4659,recommend store are announc origin,1,
4660,recommend store bought two equal,1,
4661,recommend store horribl will never,1,
4662,recommend store need see store,1,
4663,recommend store not receiv product,2,
4664,recommend store other product bought,1,
4665,recommend store post otherwis not,1,
4666,recommend store product poor qualiti,1,
4667,recommend store the product not,1,
4668,recommend store the respons from,1,
4669,recommend store you not fulfil,1,
4670,recommend the sound low and,1,
4671,recommend the store it the,1,
4672,recommend the store joke right,1,
4673,recommend thi type product sinc,1,
4674,recommend to someon the product,1,
4675,recommend xperia one your screen,1,
4676,reconstruct mask deliv servant came,1,
4677,record can talk an attend,1,
4678,rectangular blue good qualiti wrong,1,
4679,rectronum still not receiv email,1,
4680,red am dissatisfi the seller,1,
4681,red color discov return exchang,1,
4682,red pack tango nascar receiv,1,
4683,red rose come it differ,1,
4684,redirect the post offic claim,1,
4685,reduct greater is not good,1,
4686,ref receiv super mop arcan,1,
4687,ref request three five hundr,1,
4688,refer mail delay product ship,1,
4689,refer request now cancel the,1,
4690,refer the deliveri it product,1,
4691,refund do not recommend store,1,
4692,refund so far noth nine,1,
4693,refund valu voucher noth deliv,1,
4694,refus have the job post,1,
4695,refus they recharg request return,1,
4696,regard buy chop tower sent,1,
4697,regard marathon be concern the,1,
4698,region brush total differ receiv,1,
4699,region powder paid two request,1,
4700,regist dissatisfact with regard buy,1,
4701,regist exchang the correct book,1,
4702,regist on the store websit,1,
4703,regist the request the site,1,
4704,regret the delay return your,1,
4705,reimburs amount paid not want,1,
4706,reimburs do not recommend all,1,
4707,reimburs pleas forget exist do,1,
4708,reimburs receiv rectronum still not,1,
4709,reimburs send the remaind the,1,
4710,reimburs the differ the correct,1,
4711,reimburs the film came broken,1,
4712,reimburs the miss valu await,1,
4713,reimburs the valu one spray,1,
4714,reimburs want make return incred,1,
4715,reimburs with the valu spent,1,
4716,reinifer move request provis otherwis,1,
4717,reject request am dissatisfi the,1,
4718,relat inform the site the,2,
4719,relat the avail the product,2,
4720,relat the old model is,1,
4721,relat the total valu the,1,
4722,releas fragil led is light,1,
4723,releas the fiber just not,1,
4724,releas the product the distribut,1,
4725,releas two item await store,1,
4726,releas without tear the intern,1,
4727,reliabl non satisfi deliveri wait,1,
4728,reliabl seen product have pay,1,
4729,remedi gave onli one precis,1,
4730,remedi reinifer move request provis,1,
4731,rememb copper bed is actual,1,
4732,rememb request two two gig,1,
4733,rememb the product wa present,1,
4734,remind of song love wa,1,
4735,remov it from partner list,1,
4736,remov lock is nois the,1,
4737,remov the mail is the,1,
4738,remov the post offic everyth,1,
4739,renegad until moment noth central,1,
4740,repaid cancel cancel could not,1,
4741,repay not buy targaryen ever,1,
4742,repay not yet made product,1,
4743,repay sinc did receiv product,1,
4744,repay urgent deliveri the kettl,1,
4745,repeat purchas one month so,1,
4746,repent buy product taken nineti,1,
4747,repent return product receiv money,1,
4748,replac the product get avail,1,
4749,replica condit give someon that,1,
4750,replica if knew would have,1,
4751,replica instead the origin product,1,
4752,replica no time wa inform,1,
4753,replica the dir want acquir,1,
4754,replica the worst qualiti those,1,
4755,replica wa quit upset the,1,
4756,report absent home that spend,1,
4757,report address incorrect inform address,1,
4758,report the exchang not done,1,
4759,report the problem sent an,1,
4760,report the product wa miss,1,
4761,report the sale badli made,1,
4762,report the site the canist,1,
4763,report there an unforeseen deliveri,1,
4764,report they not in stock,1,
4765,repres product estelionato passag made,1,
4766,reput the store is neg,1,
4767,request accept wa not effect,1,
4768,request although note count two,1,
4769,request am dissatisfi the store,1,
4770,request anoth model with ml,1,
4771,request anoth urgent alreadi made,1,
4772,request area one solv problem,1,
4773,request arriv deadlin when open,1,
4774,request arriv incomplet open call,1,
4775,request ask revers payment no,1,
4776,request await guidanc the exchang,3,
4777,request back wait need merchandis,1,
4778,request be two even charg,1,
4779,request be withdrawn tri call,1,
4780,request been cancel yet store,1,
4781,request bill separ the store,1,
4782,request black pillowcas receiv brown,1,
4783,request blue mark came red,1,
4784,request bought film the zenfon,1,
4785,request buy canist mani year,1,
4786,request came half bought extract,1,
4787,request came wrong await other,1,
4788,request came wrong becaus ask,1,
4789,request cancel bought wrong product,1,
4790,request cancel deliveri want exercis,1,
4791,request cancel did not cancel,1,
4792,request cancel did receiv the,1,
4793,request cancel product even it,1,
4794,request cancel purchas not get,1,
4795,request cancel purchas voic issu,1,
4796,request cancel return the product,1,
4797,request cancel wa realiz explain,1,
4798,request charger qi wireless base,1,
4799,request charger tablet genesi accord,1,
4800,request check that would buy,1,
4801,request chocol came vanilla flavor,1,
4802,request consist deliv twenti three,1,
4803,request correctli bought twokit bladder,1,
4804,request deliveri not get respons,1,
4805,request exchang howev nowher sent,1,
4806,request exchang immedi box similar,1,
4807,request exchang product it came,1,
4808,request exchang product they sent,1,
4809,request exchang site give connect,1,
4810,request exchang the product default,1,
4811,request exchang the product sold,1,
4812,request exchang twenti nine eight,1,
4813,request exchang wa deni no,1,
4814,request field soccer ball specifi,1,
4815,request guidanc the exchang the,1,
4816,request ha deliv not receiv,1,
4817,request have receiv the desk,1,
4818,request held four four deliveri,1,
4819,request inform did receiv cancel,1,
4820,request inform return credit the,1,
4821,request inform the exchang so,1,
4822,request is two time you,1,
4823,request item send the custom,1,
4824,request kind someon take step,1,
4825,request last month until hj,1,
4826,request made juli eighteen deliveri,1,
4827,request made ph rapid one,1,
4828,request made six twenti four,1,
4829,request made stark alway deliv,1,
4830,request made two four two,1,
4831,request mail not receiv return,1,
4832,request may eleven and until,1,
4833,request mobil fruit tree turn,1,
4834,request not arriv correct deliveri,1,
4835,request not arriv the correct,1,
4836,request not ask wish product,1,
4837,request not deliv count the,1,
4838,request not deliv want know,1,
4839,request not deliv will take,1,
4840,request not pleas warn to,1,
4841,request not revers note it,1,
4842,request not the product announc,1,
4843,request notebook wa schedul be,1,
4844,request now cancel the site,1,
4845,request observ ask wrong product,1,
4846,request one fifti came one,1,
4847,request one the unit deliv,1,
4848,request order incomplet not fulfil,1,
4849,request paid eight eight two,1,
4850,request partial total note came,1,
4851,request pass forti eight hour,1,
4852,request photo do not buy,1,
4853,request pink came black also,1,
4854,request plu the color gray,1,
4855,request prepar ship four twenti,1,
4856,request problem partner respond send,1,
4857,request provis otherwis will take,1,
4858,request purchas cancel buy stainless,1,
4859,request purchas cancel not get,1,
4860,request purchas three pendant came,1,
4861,request receiv order miss item,1,
4862,request receiv the pet box,1,
4863,request receiv within two work,1,
4864,request reimburs the film came,1,
4865,request return but they not,1,
4866,request return exchang reimburs receiv,1,
4867,request return product receiv the,1,
4868,request return product so far,1,
4869,request return receiv deadlin get,1,
4870,request return sent seven sixteen,1,
4871,request return so far did,1,
4872,request return the amount paid,1,
4873,request return the day until,1,
4874,request return the valu the,1,
4875,request revers my card sinc,1,
4876,request revers payment the credit,1,
4877,request shop chargeback wait the,1,
4878,request shown figur me would,1,
4879,request simpli cancel the request,1,
4880,request size fifti six place,1,
4881,request soon merchandis arriv it,1,
4882,request still wait voic store,1,
4883,request that receiv two perfum,1,
4884,request the cancel the site,1,
4885,request the exchang it the,1,
4886,request the exchang the canist,1,
4887,request the money wa return,1,
4888,request the nf came recipi,1,
4889,request the post offic onli,1,
4890,request the product not adapt,1,
4891,request the product not the,1,
4892,request the reimburs the differ,1,
4893,request the releas evolut want,1,
4894,request the return credit voucher,1,
4895,request the return it deliveri,1,
4896,request the return restitut my,1,
4897,request the return send the,1,
4898,request the return still await,1,
4899,request the return the product,1,
4900,request the same receiv one,1,
4901,request the site the item,1,
4902,request the time bought yet,1,
4903,request they creat not come,1,
4904,request three five hundr million,1,
4905,request three hundr revolut base,1,
4906,request three scale delay deliveri,1,
4907,request three unit it came,1,
4908,request two item onli one,1,
4909,request two luminari onli receiv,1,
4910,request two product deliv one,1,
4911,request two progress kit onli,1,
4912,request two purchas item came,1,
4913,request two six hundr seventi,1,
4914,request two two gig came,1,
4915,request vfd forward anoth control,1,
4916,request wa incomplet order two,1,
4917,request will happen need the,1,
4918,request will think to befor,1,
4919,request within deadlin alreadi request,1,
4920,request within seven day accord,1,
4921,request without warn left bad,1,
4922,request year the se the,1,
4923,request yet deliv wa charg,1,
4924,research singl bed one hundr,1,
4925,resent mi leagu eighti one,1,
4926,resent product not an answer,1,
4927,resid had go the cours,1,
4928,resid have voic you want,1,
4929,resid is alreadi few day,1,
4930,resid my parent readi no,1,
4931,resid postal complain anyon home,1,
4932,resid product at post offic,1,
4933,resid product deliv the post,1,
4934,resid twenti four hour person,1,
4935,resid will to trigger the,1,
4936,resid ye product had made,1,
4937,resolv will want money back,1,
4938,respect consider toward custom perceiv,1,
4939,respect consum final stay await,1,
4940,respect consum send color well,1,
4941,respect custom been than month,1,
4942,respect the client not judg,1,
4943,respect the consum buy want,1,
4944,respect the custom they so,1,
4945,respect the custom today product,1,
4946,respect total misinform the custom,1,
4947,respond email phone contact not,1,
4948,respond email they want do,1,
4949,respond forti eight hour bought,1,
4950,respond me casino watch market,1,
4951,respond my complaint do not,1,
4952,respond my contact horribl store,1,
4953,respond of truck driver strike,1,
4954,respond send wrong request doe,1,
4955,respond the email would given,1,
4956,respond the messag left the,1,
4957,respond urgent is the third,1,
4958,respons and omit want money,1,
4959,respons custom product origin qualiti,1,
4960,respons custom simpli not answer,1,
4961,respons did arriv the destin,1,
4962,respons my question not receiv,1,
4963,respons onli request came wrong,1,
4964,respons receiv good which were,1,
4965,respons say deliveri estim from,1,
4966,respons store ngm respond me,1,
4967,respons the canist store an,1,
4968,respons the deadlin the last,1,
4969,respons the product came the,1,
4970,respons the transact made their,1,
4971,respons wa satisfi thi product,1,
4972,respons your want money back,1,
4973,rest the request in hurri,1,
4974,rest the tire will return,1,
4975,result have six ident piec,1,
4976,result no impress wa cancel,1,
4977,result wa satisfactori both parti,1,
4978,result will open canist well,1,
4979,return aid the return the,1,
4980,return alia know what do,1,
4981,return alway inform have commun,1,
4982,return am alreadi open complaint,1,
4983,return ask white red rose,1,
4984,return but they not respond,1,
4985,return canist not give thi,1,
4986,return card troubl doe appear,1,
4987,return contact twenti one nine,1,
4988,return could onli two day,1,
4989,return could receiv feel fool,1,
4990,return did like product came,1,
4991,return exchang process know would,1,
4992,return exchang reimburs receiv rectronum,1,
4993,return exchang will make stay,1,
4994,return feel injur fals product,1,
4995,return imposs is disregard the,1,
4996,return incred it seem alreadi,1,
4997,return it been four day,1,
4998,return it deliveri not consist,1,
4999,return mail doe not answer,1,
5000,return mail sent not contact,1,
5001,return me next day say,1,
5002,return merchandis store reject request,1,
5003,return money had alreadi sent,1,
5004,return money resent product not,1,
5005,return my call is open,1,
5006,return my messag the return,1,
5007,return my money not receiv,1,
5008,return my purchas the product,1,
5009,return my request disappoint the,1,
5010,return new receipt addit increas,1,
5011,return not talk anyon either,1,
5012,return one time per deliveri,1,
5013,return product alreadi request return,1,
5014,return product canist websit not,1,
5015,return product even alreadi enter,1,
5016,return product receiv money back,1,
5017,return product receiv the amount,1,
5018,return product replac nobodi return,1,
5019,return product sent plastic that,1,
5020,return product sinc it dispatch,1,
5021,return product six seven two,1,
5022,return product so far have,1,
5023,return product the payment revers,1,
5024,return product want purchas revers,1,
5025,return protocol low qualiti product,1,
5026,return purchas seller the chair,1,
5027,return receipt the product the,1,
5028,return receiv deadlin get client,1,
5029,return receiv money back am,1,
5030,return receiv not know it,1,
5031,return receiv voucher purchas the,1,
5032,return recipi fifteen day still,1,
5033,return request bought film the,1,
5034,return request do buy store,1,
5035,return request reimburs the film,1,
5036,return request within seven day,1,
5037,return revers the valu the,1,
5038,return send the correct product,1,
5039,return sent seven sixteen noth,1,
5040,return sinc day receiv so,1,
5041,return sinc scholarship measur not,1,
5042,return site contact doe respond,1,
5043,return so far did get,1,
5044,return so far nda still,1,
5045,return sold friend lose money,1,
5046,return sometim take the product,1,
5047,return still await respons wa,1,
5048,return the amount paid even,1,
5049,return the amount paid my,1,
5050,return the amount paid ret,1,
5051,return the day until today,1,
5052,return the money can not,1,
5053,return the money not get,1,
5054,return the ombudsman phone number,1,
5055,return the product arriv and,1,
5056,return the product my money,1,
5057,return the product reimburs the,1,
5058,return the product the site,1,
5059,return the product they inform,1,
5060,return the product well the,1,
5061,return the product you noth,1,
5062,return the refer request now,1,
5063,return the seller until hj,1,
5064,return the sender canist com,1,
5065,return the site nine eight,1,
5066,return the store continu without,1,
5067,return the store in troubl,1,
5068,return the store make the,1,
5069,return the valu proven two,1,
5070,return the valu the cartridg,1,
5071,return the valu the product,1,
5072,return the valu the purchas,1,
5073,return upset should use the,1,
5074,return wait anoth time to,1,
5075,return will cancel request revers,1,
5076,return without want paid two,1,
5077,return you made cancel request,1,
5078,revenu the credit card await,1,
5079,revenu the valu the card,1,
5080,revers alreadi anoth product the,1,
5081,revers my card sinc the,1,
5082,revers note it three month,1,
5083,revers payment no one return,1,
5084,revers payment the credit card,1,
5085,revers product came burn doe,1,
5086,revers the card await urgent,1,
5087,revers the card targaryen never,1,
5088,revers the high import spent,1,
5089,revers the valu the account,1,
5090,revers valu hold each purchas,1,
5091,revers want money back soon,1,
5092,revolut base region powder paid,1,
5093,rhineston stress arriv defect anoth,1,
5094,ridicul site not deliv sell,1,
5095,ridicul small size regret purchas,1,
5096,ridicul work system thi store,1,
5097,right anoth purchas so far,1,
5098,right get error got touch,1,
5099,right product felt cheat it,1,
5100,right product sent guidanc owe,1,
5101,right repent return product receiv,1,
5102,right soon eras instruct english,1,
5103,right test product fulfil promis,1,
5104,right time did come within,1,
5105,right tri deliv the wrong,1,
5106,right want return terribl purchas,1,
5107,right want the right perfum,1,
5108,rio de janeiro capit cep,1,
5109,rip seat curli white part,1,
5110,risk accid emin the network,1,
5111,risk health thi dubiou product,1,
5112,risk product descript not match,1,
5113,rival correct law one hundr,1,
5114,rm forti seven control receiv,1,
5115,rod dismiss unrank the product,1,
5116,role am doubt not use,1,
5117,roll beig flower horribl ugli,1,
5118,roll receiv one naestou get,1,
5119,roll respect the custom today,1,
5120,roll sent onli one merchandis,1,
5121,roll wall paper announc receiv,1,
5122,roll you send it ll,1,
5123,roller go have babi next,1,
5124,roller not receiv appear if,1,
5125,roman numer the number four,1,
5126,room all cost two hundr,1,
5127,room report the sale badli,1,
5128,rose come it differ the,1,
5129,rose gold watch what arriv,1,
5130,rose region brush total differ,1,
5131,rough fabric alreadi request return,1,
5132,rough thin beauti mislead advertis,1,
5133,round brown carpet receiv rectangular,1,
5134,rout open the packag the,1,
5135,royalti wa not deliv far,1,
5136,rua rival correct law one,1,
5137,rubber leav extrem strong smell,1,
5138,rug my car arriv cover,1,
5139,rug onli receiv four miss,1,
5140,rug qualiti dirti to touch,1,
5141,rule brazil consum buy pay,1,
5142,ruler total scale ha use,1,
5143,run an uncommic store still,1,
5144,run reimburs do not recommend,1,
5145,run six fifteen two thousand,1,
5146,rush voic the quantiti bad,1,
5147,rusti compon it urgent need,1,
5148,sabatini the box without seal,1,
5149,sac phone answer machin not,1,
5150,sac you can talk anyon,1,
5151,sad ask clock cancel order,1,
5152,sad moment sent email make,1,
5153,sad need the lens saturday,1,
5154,sad tri get purchas return,1,
5155,safari set came white did,1,
5156,safe gave certain deliveri man,1,
5157,safeti mode cost one hundr,1,
5158,said can do anyth run,1,
5159,said canist super faith hi,1,
5160,said did have right product,1,
5161,said empti cardboard box without,1,
5162,said had merchandis stock three,1,
5163,said he deliv merchandis without,1,
5164,said he on way anoth,1,
5165,said my address wrong alreadi,1,
5166,said not want anoth model,1,
5167,said nutrit tabl is mislead,1,
5168,said onli the envelop arriv,1,
5169,said receiv two did accept,1,
5170,said serv nine thousand five,1,
5171,said solv forti eight hour,1,
5172,said the manual the devic,1,
5173,said they do sell hygien,1,
5174,said they went and the,1,
5175,said three bottl await compani,1,
5176,said two product would come,1,
5177,said wa origin the watch,1,
5178,said wa problem the mail,1,
5179,said wa their problem marathon,1,
5180,said were go call and,1,
5181,said would arriv four twenti,1,
5182,said would deliv eight day,1,
5183,sale box that is for,1,
5184,sale cancel at time seller,1,
5185,sale counterfeit use cartridg messag,1,
5186,sale divid two part not,1,
5187,sale have alreadi request purchas,1,
5188,sale he not product stock,1,
5189,sale is imposs know purchas,1,
5190,sale the eve deliveri wait,1,
5191,sale to pay without the,1,
5192,same bracelet alreadi hover then,1,
5193,same but thread differ one,2,
5194,same came amend small spider,1,
5195,same chair anoth site friend,1,
5196,same crap want chang could,1,
5197,same day purchas receiv email,1,
5198,same day use alreadi fill,1,
5199,same effect the expens reduct,1,
5200,same home receiv email send,1,
5201,same model advertis impress had,1,
5202,same my previou purchas hot,1,
5203,same product first time purchas,1,
5204,same product in stark competitor,1,
5205,same product not receiv ridicul,1,
5206,same product wa anoth problem,1,
5207,same receiv as investig reput,1,
5208,same receiv came defect lost,1,
5209,same receiv one bag one,1,
5210,same request ask revers payment,1,
5211,same shown phone not curricular,1,
5212,same supplier purchas four len,1,
5213,same the photo differ hate,1,
5214,same the purchas gt key,1,
5215,same time ask the cancel,1,
5216,same turn and sever time,1,
5217,sampl the product receiv base,1,
5218,samsung brand much neglect consum,1,
5219,samsung model product refer seven,1,
5220,samsung six came total wrong,1,
5221,samsung stand wireless arriv fine,1,
5222,samsung ten one receiv samsung,1,
5223,sand assist report the problem,1,
5224,sand rec diff the announc,1,
5225,sanitari water is harmoni color,1,
5226,sao paulo sp object deliv,1,
5227,satisfact alreadi sent sever email,1,
5228,satisfact compani in the statu,1,
5229,satisfact disappoint not want buy,1,
5230,satisfact give want money back,1,
5231,satisfact given hope return receipt,1,
5232,satisfact so not fulfil canist,1,
5233,satisfact the store given did,1,
5234,satisfact wa dissatisfi the purchas,1,
5235,satisfactori both parti do not,1,
5236,satisfi deliveri wait you still,1,
5237,satisfi qualiti the product the,1,
5238,satisfi request arriv deadlin when,1,
5239,satisfi the qualiti the product,1,
5240,satisfi the servic the deliveri,1,
5241,satisfi thi product is lower,1,
5242,satisfi watch the import of,1,
5243,saturday nine six onli receiv,1,
5244,save imag lost one hundr,1,
5245,saw car enter safeti mode,1,
5246,saw fool lid alreadi turn,1,
5247,saw it not the model,1,
5248,saw it similar product it,1,
5249,say anyth absurd paid it,1,
5250,say anyth end the subjectless,1,
5251,say are difficulti the infer,1,
5252,say can not faster bad,1,
5253,say clock what good such,1,
5254,say cooler compat my purifi,1,
5255,say deliv five tool receiv,1,
5256,say deliveri estim from the,1,
5257,say did have stock should,1,
5258,say ha alreadi deliv they,1,
5259,say had done dash even,1,
5260,say if do not respond,1,
5261,say is the board five,1,
5262,say it felpudo with than,1,
5263,say it would not be,1,
5264,say lot time stark buy,1,
5265,say mairi brand the photo,1,
5266,say one sixti cabl the,1,
5267,say product deliv at first,1,
5268,say product deliv cascad pr,1,
5269,say the merchandis not yet,1,
5270,say the part super thin,1,
5271,say the product goe to,1,
5272,say the screen are wait,1,
5273,say ve chang wait get,1,
5274,say wa deliv day twenti,1,
5275,say wa deliv the two,1,
5276,say wa deliv you see,1,
5277,say without preserv dye when,1,
5278,scale delay deliveri receiv one,1,
5279,scale ha use distanc fifti,1,
5280,scale it came spoil chang,1,
5281,scale onli receiv one sent,1,
5282,scale rush voic the quantiti,1,
5283,scandal maria kit the name,1,
5284,scanner not work need make,1,
5285,scatter the product chemic fertil,1,
5286,scent fixat the lid came,1,
5287,schedul be deliv date twenti,1,
5288,schedul thirti four far not,1,
5289,scholarship measur not the same,1,
5290,scratch necklac the loos metal,1,
5291,scratch seem the product alreadi,1,
5292,scratch undo lot download applic,1,
5293,scratch want return the product,1,
5294,screen are wait stock when,1,
5295,screen be fals cut the,1,
5296,screen bulg film not adher,1,
5297,screen scratch undo lot download,1,
5298,screen the microwav button goe,1,
5299,screen the product is close,1,
5300,screen wa smaller the two,1,
