,review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,English
57993,2a1d2f6004bf4fe6db10027e1f67ea1f,7dbb5ab142acb99429b243fe157f03a7,1,,"Falta peça no produto, estou aguardando a troaca da mercadoria.",2017-06-03 00:00:00,2017-06-05 13:11:18,
58008,fbdeefcd8d4c38df21f6c384f45a208b,10b64ed7e88bc66762c2637eb63e05b5,1,,Com poucos dias de uso já está super aquecendo.,2017-12-12 00:00:00,2017-12-18 13:37:14,
58011,4d3c61768eb47216ecf732bbbd8bef3c,cb4a79c1e6c9ae44302861e7602cc449,1,,"Absurdo! Venderam o produto, paguei e, sem nenhuma explicação cancelaram a compra!!! Fiquei extremamente frustrado. Não volto a comprar nessa loja!!!",2018-01-05 00:00:00,2018-01-15 11:04:49,
58018,3106ee243874b0e10208c710cc248ccc,5981f36992c8a99eff941a3d3375b318,1,,,2018-04-28 00:00:00,2018-05-01 13:23:19,
58022,87f545a5f14f492c8d86d28ae5096327,3579ad4440247fd01709d8583ae2c137,1,,"Fiz o cancelamento porque tiver plobema na entrega,mais ainda não devolveram o meu dinheiro.",2017-12-28 00:00:00,2017-12-28 09:51:28,
58032,53cb2792a3d80ed52ad19e280bb3fd7b,777f086f57e89ea16f5b49fbcb4a34a0,1,,"Produto de procedência duvidosa, mau da para ler o rótulo. 
",2018-06-22 00:00:00,2018-06-25 18:43:40,
58064,5413c569e4ec14de4b8d3391d594c7d7,2d695e0d0fe5d863c921713fdc1faf7b,1,,passado o prazo não recebi o produto e nem mesmo um parecer do vendedor,2018-03-31 00:00:00,2018-04-12 14:09:38,
58067,378cd58ef7348b01777abd3498c52d27,c39d785e16b7798f5c2654780d533ce1,1,,Demorou demais,2018-03-20 00:00:00,2018-03-23 13:03:50,
58084,30f8b4fb4c49ac678eba2e310fdf909a,80f1a60aab67dd9a56cc211cf8874382,1,Uma porcaria,Meu produto veio errado a voltage que eu pedi foi 127v e mandaram 220 que nap serve de nada para mim ja solicitei a troca pelo site da lannister mas nap time nenhuma resposta. Me sinto lezado.,2018-05-04 00:00:00,2018-05-06 15:06:20,
58085,07f1ee6108ca1aa94fd4379ead6d96e3,806a1957ff8cbc748448e062ac9affc5,1,Perfume com defeito,"O produto recebido em embalagem lacrada, após abrir observei que o perfume estava com tampa do spray com uma colar envelhecida e com arranhões e a parte metálica solta. Desconfio da originalidade. ",2018-08-17 00:00:00,2018-08-17 22:53:02,
58088,be5bbec6c7ea12ed591ab679f1adc377,9b2d3a2e24dbac479d430298eb8905a6,1,,Olá. Recebi metade da encomenda. Veio apenas a assadeira da pizza. Gostaria de saber quando vem o resto.,2018-04-13 00:00:00,2018-04-13 20:33:19,
58093,b36187134a801d4b0e961a7dc88edb65,9e7cfc823ef88f92ca66fd57db258c51,1,,"Comprei o produto e consta no site que foi entregue no dia 10 FEV 18, porém até hoje dia 13 de FEV 2018, o produto não foi entregue no endereço correto.",2018-02-11 00:00:00,2018-02-13 19:54:22,
58122,f815cf61868be9cf498089e21a19b817,e5507d205012f77887831308321ac9e3,1,,Não recebi o produto correto. Estou esperando um retorno até agora.,2017-12-09 00:00:00,2017-12-09 23:58:22,
58123,69afe234c4459b389e66ae9539d98182,b876459be8cda353e0830b7ce970e067,1,Difícil avaliar ,Fica difícil avAliar se ainda não recebi o produto ,2018-08-18 00:00:00,2018-08-18 03:41:22,
58124,13c2145dffe049eb44d039a22b1dcc37,21403027f4ab40334345e1c8626a6a3c,1,,,2017-12-22 00:00:00,2017-12-22 22:00:01,
58142,e59f0b8e280ee1fc4bf2d0e5f7531f44,5cebddc9f18e00d1cdbc79c8b456a0d1,1,,Ainda não recebi meu produto. Ficou de entregar no dia 20/03/18. Até agora nada.,2018-03-22 00:00:00,2018-03-22 13:49:00,
58147,8bb518b99d58c23e2fbd8f0246be8c18,c765342582f1d08f16285fb827f88b1b,1,,Produto FALSIFICADO. Não atende aos selos de originalidade da EPSON; caixa colada com cola quente; recipiente de tinta sem lacre ! Absurdo !,2018-03-11 00:00:00,2018-03-11 18:49:33,
58149,81773c6b4da0e57588f34f7eb9dc847e,3ff4571d28b9a56f8a7b6c9c0e1d691e,1,,,2017-08-31 00:00:00,2017-09-05 17:10:22,
58157,d8fed66feb6ea5da53247136844cd378,ffb9a9cd00c74c11c24aa30b3d78e03b,1,,"Das 4 cortinas que comprei, foi entregue somente 1 cortina, a cortina de 7,00m.",2017-03-29 00:00:00,2017-03-30 03:17:44,
58181,2723c86af518a49d3dabdc839f4f8dc4,09195dded6636223b79ba89aa778d5fb,1,Recebi o produto errado,Mandaram outro produto.,2018-08-17 00:00:00,2018-08-20 10:45:26,
58186,06d4e5c550e3382c8dcef08ad99cfa09,66b59bf4515765f0bcfc3e42cf2ff344,1,,,2017-12-29 00:00:00,2017-12-29 10:17:31,
58202,b129d01d6654d5f456e05a808eba5ac3,61c0331f4a2916cc12ae6abe6f4caf41,1,,"mais de 1 mês desde a compra e nada do produto. Não consigo contato com a lannister nem com a loja que vendeu. Péssimo atendimento! 
",2018-03-14 00:00:00,2018-03-16 13:09:30,
58209,244635eb26a07088f6df3f091912a33f,72d78d466fc73ada5f9cc332c9beeedc,1,,Comprei 2 bonecas e recebi apenas 1.,2018-05-06 00:00:00,2018-05-06 18:13:38,
58216,c60ffbd86c51dcfd2e6d69e4d4587ec4,1f42f4d540bb667dcd3bde1a50c9e442,1,Pedido não veio correto,"Acho que deveria explicar melhor o que está sendo oferecido, para que o consumidor não tenha duvidas na Hora da compra. 
Pedi k1 que tem os nomes no fone de ouvido e veio kb1 que não vem.",2018-07-26 00:00:00,2018-07-26 12:00:05,
58231,1687129d720c66653c7740ed536e7cd1,f67026e78b00cb23af0f2ccdb5ee8245,1,Entrega parcial,"Paguei por dois relógios, porém a empresa só enviou um dos produtos.",2018-06-09 00:00:00,2018-06-09 19:06:58,
58242,8fc0baffc09969aec5f3e247da79e409,12c9b99637fcd911992b818793dfe8cc,1,,"Comprei dia 24/11 prazo para entrega até o dia 15/12. O prazo venceu há dois dias e o produto está no Correio de Belo Horizonte -MG, ou seja, ainda vai demorar vários dias para ser entregue. Nota zero",2017-12-17 00:00:00,2017-12-17 03:13:39,
58245,3e8dfcddd8fb8eb124d850aa9c565a77,1ffd8e13662ff6d9ce2be11fd52f5b5e,1,,,2017-05-13 00:00:00,2017-05-14 18:49:05,
58247,d54d418769407ffd28368d7f5cba4438,d9e5305b48eff370ffafa031d6027518,1,,Péssima loja.,2018-01-05 00:00:00,2018-01-06 11:02:36,
58249,188f213aa222f8bc313a0191b401e095,b80f903f7c03f3e14f467161e1535627,1,,,2018-08-24 00:00:00,2018-08-25 14:40:01,
58256,2b61b9dcceb4d0f243260a4f1d6290de,9924cc80e5c3a4c3ab96eda60f3ff72c,1,,"Não recebi o produto, quero estornar a compra e receber o que paguei de volta.",2018-06-03 00:00:00,2018-06-09 16:13:44,
58268,7404a95c23cd58ea3f2b88ea72e28d37,454b13a7e00832755bc136026c5d2ac0,1,,"comprei 2 kits de 3 magnésio dimalato cada, totalizando 6 frascos. me entregaram somente 1 kit com 3 frascos",2018-04-05 00:00:00,2018-04-05 13:58:24,
58270,0610cd28228b1f0f75bc2e7e755b66e7,a688c7001406d268e4d8779ab25573a1,1,,"Comprei dois tonners.
Só me enviaram um (Q6003AB).
Cadê o outro?",2018-02-15 00:00:00,2018-02-20 02:30:04,
58275,775e02bf8e5bfb135a250c36e9beee68,89a9df2136d41c99322bcfe6f0c1c7cd,1,,Paguei frete mais não recebi em casa!!!!!!!,2017-04-14 00:00:00,2017-04-16 21:15:57,
58280,2193412c181741d98e7d96bd328b586b,c54856ceaaaf3a273f3921da4faf1e8f,1,,"Estou aborrecida, pois passou o prazo e o produto não foi entregue. Dei de presente para minha irmã e esperava que ela recebesse antes do Natal, o que não aconteceu. ",2017-12-24 00:00:00,2017-12-25 00:35:26,
58281,e9f8830d7784724663ad841c84ca28a4,575d8ef8d005dd6e8f39b314079973ef,1,,,2017-12-20 00:00:00,2017-12-21 00:45:30,
58282,58e025839d8c4b1098b8c1d90f6bec2c,1729ff43a8a349e7762f284b50588055,1,,"O produto não foi entregue fiquei um tempo longo sem resposta, não conseguia rastrear o produto, após o prazo foi que me enviaram um email dizendo que a compra tinha sido cancelado sem me comunicar.",2018-04-12 00:00:00,2018-04-12 11:19:46,
58287,2870f678766c2715f450a000f258ee9b,d364ed074343c683a974cfa900a9d4c9,1,,"O relógio foi entregue.
A máscara que não recebi.",2018-07-26 00:00:00,2018-07-26 22:07:19,
58295,904d4e98a37d1291ae75b76c7a67739c,603e8f221c6d0513efe14f9de8cf4fb6,1,Produto errado,Estou arrependido.,2018-05-08 00:00:00,2018-05-10 16:36:12,
58297,89e5c830c290136c076426fa2435c6e6,92de9d50e681619c103a7634c2f8bdaf,1,não entregou o produto,"sem preocupação com o cliente, não há transparência, pois não mantem nenhum canal de comunicação direta. quero o cancelamento e devolução do dinheiro.",2018-08-24 00:00:00,2018-08-28 15:51:58,
58300,e460d305de9d3cad98ce337c56706a71,dcd164b97935d9b049b44ce46d77d06f,1,,"Comprei 5 itens, me chega 1 item que nem rastreio tem no site lannister e o vendedor vêm me perguntar se recebi o lote os 5 itens...fico preocupado com minha compra ao me colocarem nessa posição...",2018-03-17 00:00:00,2018-03-18 00:41:56,
58302,1aa594a514a38e08b1eb32ada5ba71be,fa0609cc7f74568f4f0b2fe9b286e76c,1,,produto com defeito. imprimiu 30 cópias e depois parou de funcionar. o cartucho colorido fiquei com raiva e mandei pro lixo. o preto só funcionava quando eu colocava em água quente. e parou de vez de,2018-02-17 00:00:00,2018-03-24 15:42:17,
58308,28dfcab79d3b0e074726aa90c8b06eec,f18b92389bed71bfae76291cfd566bf8,1,Réplica,"Comprei a armação como sendo um modelo original, ou seja, da marca targaryen. Mas, na verdade é uma réplica da Dior. Queria adquirir um produto ""sem marca"". E não uma réplica.
",2018-05-12 00:00:00,2018-05-14 20:50:24,
58314,12afd64f13d4300f90bfaa7527a169d2,f145ac5697118e7722ffbf89c0e66331,1,,quero meu produto,2018-01-10 00:00:00,2018-01-10 16:07:54,
58319,8dd305432df27d5ecae8ea11144325ea,fc83eb7b2a806cd7c4ed7abaa9af49e7,1,,Cancelei toda minha compra e até o presente momento ninguém entrou em contato. Que atendimento péssimo ao cliente. Cancelei 30 min depois e os canais de atendimento são horríveis. Ninguém resolve ,2018-08-15 00:00:00,2018-08-16 03:55:37,
58320,9908112e811055655769a899b87b18a8,51d4a0d3885b80caea38806587b8fd0d,1,,"Comprei dois produtos em um só número de pedido, só recebi o forro do sofá mas a cortina não chegou. Só que consta que recebi os dois, só queria saber como é que vai ficar. Tô chateada!",2017-05-13 00:00:00,2017-05-15 13:08:15,
58322,854d3586fab37275a80c9b3aea015bbd,d233c4818e81c8e59a0b974210ae88a7,1,,,2017-11-03 00:00:00,2017-11-03 09:33:14,
58329,2f8e0d667ba5eef628ccf5e206e61e83,7d9222bcb9fbdafc453620f32f6fb996,1,regular,material inferior ao esperado,2018-08-04 00:00:00,2018-08-04 21:02:36,
58330,f50690accd694abff405939a082f6468,4801b9cf238c2c9098bd66a5f092c2da,1,,Estou aguardando o envio do produto há mais de um mês. Sem resposta da loja ,2017-12-31 00:00:00,2018-01-04 13:45:00,
58333,fc212ce3dd08557408561268bed4599d,c1307860856bd6bad58e1b21facf55cd,1,,,2018-06-10 00:00:00,2018-06-10 12:51:33,
58339,858ed261089bdf654a41a979f8724d34,6c30b488cb5cc67b2731e01894825ed6,1,,Produto entregue fora do prazo previsto. E com medidas diferentes da descrição da pagina na web.,2017-05-20 00:00:00,2017-05-22 12:53:36,
58345,3e1d4e7f3a4e13e93f0c0ab416a25ab5,d200a7526c6d29e8c2742a0bff8cff14,1,,"O produto novo foi entregue,e recebi um vale no valor e efetuei compra de outros produtos do baratheon.",2017-06-02 00:00:00,2017-06-06 16:42:29,
58346,2d4151a6e1a7a10f432e3b34520e9e77,ee8eb8b78945c68960a7c42e6211365b,1,,,2017-11-14 00:00:00,2017-11-18 00:29:40,
58351,726b6f79f327b9df41ccf3c58d015c3d,ba21298fdb05dad91b7b31f4b3b17364,1,,COMPREI 3 UNIDADE DE SHAMPOO E 3 UNIDADES DE CONDICIONADOR DA JOICO E FOI ENTREGUE APENAS UMA UNIDADE. AGUARDO CONTATO PARA ESCLARECIMENTO... (33) 988536255.NF DIFERENTE DO QUE FOI ENTREGUE NA VERDADE,2018-03-01 00:00:00,2018-03-02 21:34:05,
58358,67815a715d23a88b3afefa548cdfbcb0,06fef7fd666bfeff415e544f1648a7de,1,,O produto que comprei é de complexa instalação e só é possível ser feita por um profissional experiente. Fiz a tentativa e perdi tempo e dinheiro. Recomendaria a loja para compra de outros produtos.,2018-02-07 00:00:00,2018-02-08 19:02:44,
58359,5206f365bc8b27f29ff978d54d1c3cc7,62bffd187fdcb56c61d7980953e3ceb7,1,,tá mais fácil a criança nascer antes do que a mamadeira chegar,2018-04-15 00:00:00,2018-04-23 20:19:24,
58363,6b50a1c86b75347d9780edc40d28d5a5,9cd28af4a02dd368c02825e1bf9ea210,1,,"O produto ainda não foi entregue conforme prazo previsto!!! OBS: Não estou cancelando entrega, mas peço agilidade na entrega do produto!!! Preciso com urgência!!!!!!",2017-12-21 00:00:00,2017-12-21 16:18:23,
58364,d9ce29c696497061cd2ba51bb4fe9eec,0753ba0519dd531e78e0abdedb16be35,1,,Dentro do prazo previsto.,2018-06-08 00:00:00,2018-06-12 01:49:58,
58365,0488ce54fae74a52af3255785ef718ae,18e4264c34fe91aab3b39ea012932f3d,1,,realizei a compra no dia 22/02/2017 com previsão de entrega até o dia 23/03/2017 e até agora não recebi o produto.Se eu ainda receber volto e falo algo mais,2017-03-25 00:00:00,2017-03-27 01:03:27,
58374,bfe38db9ef7a38ee6aa3dfc1e8c664e6,10a8ab52ea001eb59beb9c0f97d72eab,1,PRODUTO NÃO RECEBIDO ,O produto não foi recebido além de não ter recebido nenhuma notificação do vendedor sobre a não entrega.,2018-08-18 00:00:00,2018-08-18 16:50:30,
58384,a760948932a7d244b451980a52bc7e68,39d4b3308183021b1e0b95b195b4589b,1,,"BRINCADEIRA QUASE 30 DIAS E NADA, ERA PRESENTE. TIVE Q COMPRAR EM OUTRO LUGAR!",2017-06-02 00:00:00,2017-06-02 12:58:05,
58406,f42017bb0ac785a20d0c07fae1ad0974,2d1532a0e5de7237f34903019cf8f3d3,1,,Comprei 50 bolinhas de plástico e vieram só 42.,2017-05-20 00:00:00,2017-05-23 11:37:25,
58407,91c74885288d4c0dd35fcf95841bce3c,492bed007520827cbed51959e4ce4385,1,O produto é diferent,"Recebi o produto, porém veio da cor errada.",2018-06-15 00:00:00,2018-06-15 18:33:01,
58411,040bb2788009fbbb96990635acacb635,72716d752663ddcb65277a2a9af7420f,1,,Comprei o produto e a entrega estava prevista para até o dia 12/03 até o momento o produto não chegou e nem tive retorno da loja para dar alguma explicação,2018-03-14 00:00:00,2018-03-14 03:59:16,
58421,d683d9139b0f78792f328b0464ba7a2e,1bc46be43c32864d082f8b9677702e7c,1,,Péssimo,2017-07-21 00:00:00,2017-07-21 12:07:53,
58429,c387f66eefa39ad9538f89141f929b53,01255808a3d38a8dd69aa93265a4cb88,1,,produto melhor do que o esperado.Valeu,2018-02-02 00:00:00,2018-02-05 18:08:22,
58439,3b6534bb01f491fa9e7bd3aca76ec8ee,82cfc721893072e906ea29b1f0fa08f0,1,Produto veio aberto,"Com um mix da Walita Philips e veio aberto.
Fiz o teste e está funcionando. Achei estranho e não gostei do produto vir aberto 


",2018-08-28 00:00:00,2018-08-29 01:42:46,
58447,2b6125baed1569c5a17832260705932c,6dbf90ca92c05262ffcf5a7988ec31b6,1,,NÃO RECEBI O PRODUTO!!!!!,2017-12-29 00:00:00,2018-01-04 16:01:20,
58465,06cea5779cc1bfa233f17206ffaef3f4,b304857eafb27666d96c8fca31758a13,1,,,2017-12-17 00:00:00,2017-12-17 21:35:07,
58467,c8316fc382d06e6f71fc385022e6b27d,34fa15662de2057126fbb0b0f1c1120f,1,,,2017-12-13 00:00:00,2017-12-13 13:29:25,
58474,fe5ee7a3d2a6402c7bb62cc92363d5ae,13ceb10d0a1fb089ff634acc7114a743,1,,Produto de muito baixa qualidade. Não permita montagem. Péssimo projeto. Pessima execução. Quem é o fabricante de produto! Quero meu dinheiro de volta.,2018-03-28 00:00:00,2018-04-01 16:37:28,
58476,50d126ea412d7455be9de4bd10d705e8,bfdb5bbb06458d600a33d61f5f287472,1,,O produto (luminaria pendente) veio todo amassado. E ainda não obtive resposta da loja que vendeu.,2018-02-23 00:00:00,2018-02-26 14:11:35,
58485,7293a136991305b11688f7508ad192d9,40bf40ed29a5bbdb73aaeb5eb134168f,1,Troca do produto,Solicito a troca do produto pois ele veio amassado e não encaixa no relógio,2018-07-25 00:00:00,2018-07-30 12:54:59,
58487,073c4bbf123b04df2adc2a88824a0ea8,b0c8315fab353a75ddea26c39507353d,1,,Não recebi o produto,2017-07-08 00:00:00,2017-07-10 21:12:22,
58493,d8ee84e8b2c300ba039fa2dd12a231c2,24b5077ff1a5cfb489ffaf2a6ae71f43,1,,Recebi o produto diferente do que comprei,2017-06-13 00:00:00,2017-06-14 09:26:33,
58505,bdf7a9c7e5934f285976594d368ef0dc,9c3225a3efe9fb83ea06492acb99d42c,1,,,2018-08-25 00:00:00,2018-08-25 08:45:15,
58515,ff5bb6563dcc1c64578a8ada75d667a5,ab14fdcfbe524636d65ee38360e22ce8,1,,"Pedido: 02-649450934, ESTA FALTANDO DE 20 UNIDADE 2 FALTA
PEDIDO DE 5 UNIDADE NÃO FOI ENTREGUE",2017-09-03 00:00:00,2017-09-04 13:34:05,
58523,6e91216722586cad7b2bd651a47834c6,242bcea719638feb8c102d38e67a4977,1,,,2017-12-17 00:00:00,2017-12-17 12:24:31,
58524,e655c0da1298ad44f0c77175efd8d12a,9a2176942821e355e4ff9dc4a8e96a07,1,,,2018-08-30 00:00:00,2018-09-02 01:05:56,
58546,b11067c70890c4bab82ae9dcfb3e9767,f162b72aa92d8ecf9cdb69e84fb2277c,1,,,2018-03-25 00:00:00,2018-04-01 19:51:13,
58550,356c31529e1b62739a8ff1d943c64b10,114c9407eb2b873d07c1b3bf91e35a9c,1,,,2017-10-08 00:00:00,2017-10-08 11:59:23,
58555,5c07bd686587fe2e509e2b0f96cd3efc,b408eebfa22431115ec0811eff9d8561,1,,"Já fiz compras pelo baratheon e tudo ocorreu bem. Só este pedido apresentou problemas e se não fosse atrás, jamais saberia da situação. A fatura já foi paga, não recebi o produto e nem uma satisfação.",2017-09-07 00:00:00,2017-09-07 15:01:07,
58560,7b2ae7a7b8930d783c4cd39d1033f431,9d5d3058706c16d0557d9b43c95ed70e,1,,"Embora a estampa seja a mesma do anunciado, o tecido do produto nao é percal 180 fios, é puro poliéster, que eu jamais compraria. Propaganda enganosa! Desrespeito ao cliente! Surpreso com o stark",2017-03-30 00:00:00,2017-03-31 04:10:03,
58568,756550cd0f0c26fa589881397382aba3,80d83b7a6c9a79612f4957850ec91be4,1,,NÃO RECEBI O PRODUTO ATÉ HOJE,2018-04-21 00:00:00,2018-04-24 15:39:23,
58577,3ea9e0d27e1f646581fc72db31230db4,d1b16860e7b68a8ab13eb5c3327aa758,1,,Não recebi meu produto ainda é vou processar essa loja... q coloca no status como produto entregue sendo q não foi entregue porcaria nenhuma,2018-03-06 00:00:00,2018-03-07 02:48:42,
58582,da7320b1c9908d2be03ae762b88f8b86,e3b8f30edc738fdf0897de9bf8b49d56,1,,"Nunca mais. A pilha ficou ""dançando"" e não dá contato. E não tenho o menor ânimo de reclamar, dá trabalho demais. Resumindo: não compro mais este tipo de produto on line para evitar este tipo de preju",2018-04-17 00:00:00,2018-04-17 21:27:01,
58587,4ff3c370099faa740e4ff1c3626b760b,ab6ed7b021b48bfe44142b3c2b761e4d,1,Produto nao entregue,Meu produto nao foi entrrgue,2018-06-13 00:00:00,2018-06-21 14:57:30,
58597,6125c137b326cdeb9fd6945bd059fe08,05c8ada178f3ab074886530731749bd5,1,,"Produto com embalagem inadequada, parte central do espremedor chegou amassado.",2018-04-12 00:00:00,2018-04-16 14:29:09,
58602,57404ebed3624c824c80e95dc1c7ea8a,34d3825176b5e4ae141843ed4e313c7d,1,,,2017-11-03 00:00:00,2017-11-06 07:06:14,
58615,ec84dc49076fde7da266a85fba27b4e4,fb2396a74aaecef7121159fc69a5a7d9,1,,Como faço pra conferir aonde está meu produto?,2018-01-06 00:00:00,2018-01-06 23:38:44,
58618,99cc6fc63bda0948218bfd747229c758,6621d32aa07764fa7759c523c9001bb2,1,,,2017-12-22 00:00:00,2017-12-24 11:55:07,
58619,63d3c4216d96866a644737d71d87588d,9cf6e3606af3b114428d4fed81663328,1,,"comprei a cortina so que veio faltando o varão na especificação viria o varão so que não veio, então fui enganado não recomendaria esse vendedor. ",2017-10-11 00:00:00,2017-10-14 13:02:00,
58637,63272ba8a58647be696ae623e380f811,a10dfacbf1c8bc9c9e9591f60102bdef,1,Pessimo,Nunca mais vou comprar pelas lojas lannister ,2018-08-15 00:00:00,2018-08-15 15:23:00,
58647,faf33e923f6abdd32b1de8bed4391384,5005f0fff3706e3297c1015ed5e41d18,1,,"Prezados, basta rastrear nos correios, onde consta, OBJETO AINDA NÃO CHEGOU À UNIDADE.
Solicito providencias, pois, a previsão dada pela Loja era de até 27/12/2017.",2017-12-29 00:00:00,2017-12-30 11:00:40,
58655,bfa022df07b51a3375765d3a2fe71907,3064f25efd77a992ee9def050c0eaf36,1,,"Comprei uma máquina Whal veio outra máquina de marca estranha, insastifeito!",2018-04-04 00:00:00,2018-04-04 23:51:02,
58656,65fccf4e7427ed688e24d54921e86287,2a0c9271a9b5e2f5932bdcc2a0b89200,1,Produto Errado,Comprei o Kit e a película que veio é para o Iphone X e não para o Xperia X conforme descrito no produto.,2018-06-15 00:00:00,2018-06-16 23:27:32,
58660,0cbc9687d5e2ba8faa9884a7f9bce407,c75e9a685439f75e990bcf13443f02c5,1,,"comprei o produto ja tem quase 1 mês, o prazo era dia 24 agora e ate agora o status e apenas de confirmação de pagamento. aguardo contato",2017-10-26 00:00:00,2017-10-28 18:10:14,
58672,b28bfbd00dfd0c6d80e9cb524e0f205e,47cfbb8818b5ab3dc290a1ee38d6f0b9,1,,Produto não chegou está com 2 dias de atraso ,2018-04-04 00:00:00,2018-04-04 04:39:36,
58694,1b21d915ef0eef0304bc37a779cef0c3,5d366aa092ca44b2efb23f0c5d1e3726,1,,"Não foi faturada, quando comprei mostrou que tinha em estoque, fiquei sem o produto, não é um bom parceiro para as lannister",2017-07-12 00:00:00,2017-07-12 18:26:41,
58705,6b0fd9d7bea27ff9740eca8c6b94b179,3d76cc1cc5ebdd45a03c0b51f79d43b1,1,,Não recebi o produto Relógio Feminino de Pulso Hello Kitty Infantil Adulto Rosa Bebê que veio faturado na NOVA junto com o Mp3 também da Hello Kitty. ,2017-03-11 00:00:00,2017-03-12 13:57:04,
58708,06f44964e1e024d7772ae766434e88fa,82b8501b11a46fc08df6bb260ac4e40b,1,,"O aparelho funcionou bem umas duas ou três vezes e depois começou apresentar irregularidade até deixar de funcionar por completo. Portanto, não recomendo a ninguém a aquisição de semelhante disposit ",2017-12-12 00:00:00,2017-12-15 06:58:51,
58726,201f0358b7be59abe89ca124c16d104b,3252dd45c17883d5627d7c9aa1ef9bd8,1,,Recebi o produto errado. como devo proceder?,2018-02-04 00:00:00,2018-02-09 17:25:27,
58727,9e9df5b4cf9378cef3f4afa9c4dadee1,d86c683d3790be2beffa016e4140940d,1,,,2018-02-18 00:00:00,2018-02-18 11:12:19,
58732,3abaf6217e7c80e962446cc98ab6b74a,63271c4f926901533f34d374c4126952,1,Protudo diferente da foto,Quero devolver produto ja solicitei devoluçao,2018-08-01 00:00:00,2018-08-01 22:09:19,
58733,3756e3931a1d87086db8cf4c5b1ce60a,2064a88a243add2e2cc03b9c6043e616,1,,O produto veio com defeito e esse site criou mecanismos pra simplesmente não ter nenhuma responsabilidade no processo! O fornecedor Itap Modas - Itap Moda Eireli ME É UM HORROR!!!,2017-10-11 00:00:00,2017-10-13 20:44:37,
58755,f97ecc66797e7c47a76aeec0ed769f58,d038483af80789e9de38f63310a82f9c,1,,,2018-06-08 00:00:00,2018-06-08 12:23:33,
58757,bd933c6a189c209d48be8ee7b290652b,8394f8f42f1b8e51e88bc1901c0ea3b2,1,,"stark já foi muito boa agora tá muito largada,tô seriamente pensando não comprar mais",2017-12-15 00:00:00,2017-12-18 23:34:14,
58762,a053b38910f2ed7f224be2c94da639a6,3c220c0a8ae53cc9f24d007cb5b1a15d,1,,"Sempre comprei nas lojas lannister e nunca tive problemas com a entrega, porém dessa vez estou insatisfeito com o prazo dessa entrega. ",2017-02-21 00:00:00,2017-02-21 23:36:14,
58769,8591cc727fc69e79e649720a1e16f4b4,180bb1b8686d6679359207ce3b1f5885,1,,,2018-02-06 00:00:00,2018-02-07 09:34:50,
58775,2f71ad6404923ebd6cc31b8654196ef6,ac3da9b0adcc3d95a2e919b1505788f4,1,,Não recomendo esse produto. Ele é simplesmente péssimo ou veio com defeito. É muito frágil e o som é muito baixo. Não gostei.,2018-03-15 00:00:00,2018-03-15 20:46:28,
58776,34e1fc15273c269b6fd0227340a23bc4,6b99ff92735c747557e84a5f5cd7a560,1,,,2018-03-18 00:00:00,2018-03-27 01:26:54,
58794,a398587c7f4146f3f6ebb8a1ed0b1162,451f91bceb227dfaad37f67168fbfd59,1,,"Vieram apenas 6 livrinhos e não 18 como consta no anúncio. Quando liguei na loja me informaram que cada livrinho tem 3 edições, ou seja, cada livrinho sai por 23 reais. Me senti enganada.",2017-09-16 00:00:00,2017-09-19 01:39:53,
58805,f9713d13c2aad392b72a764923a2a55d,f19b492f25812691633dffcf530146f6,1,,"FOI APRESENTADO UM PRODUTO NO ATO DA COMPRA E FOI ENTREGUE OUTRO, UM TOTAL DESCASO TANTO DA PARTE DO FORNECEDOR QUANDO DA lannister QUANDO TENTEI FAZER A DEVOLUÇÃO DO PRODUTO",2018-02-20 00:00:00,2018-02-22 00:59:18,
58809,93325034f0ddf212d2359531bbf87e72,6a7a2caec1c515a203d22bfdd390da63,1,,,2018-03-31 00:00:00,2018-04-04 11:25:37,
58810,949cb25b2522e9e7dc4fd06c7a92445b,79fe48b364804e62431c8f465e16f76e,1,,Nao revebi ate agora,2017-12-02 00:00:00,2017-12-02 09:06:23,
58835,defc35b53b68ea184e0ac40941df69b0,7e4b03dd0033e5b679e258243d9df206,1,,,2017-09-12 00:00:00,2017-09-13 01:45:27,
58843,58daa93434b95fb3a346b4960fdf2872,ef65b956d32f49ca2de73231303e80b3,1,recomendações ,eu recomendaria loja mas o produto não...na foto e mais bonito...e de pecima qualidade...com costuras engrugidas...e tecido muito fino 😕😕,2018-06-30 00:00:00,2018-06-30 23:45:07,
58850,4548534449b1f572e357211b90724f1b,cfdfd7862e532c4ec1ed1c6a1b56d320,1,,"quero devolver o produto comprei um veio outro;;;
quero meu dinheiro de volta. ",2018-08-18 00:00:00,2018-08-19 00:39:54,
58852,19ed22e75cda5c3a833c906af9459f0c,2cc606fca85523eee5d51c8d9defe0a5,1,Fui enganado,"Comprei um estetoscopio e a loja enviou apenas a nota fiscal. Nao chegou o produto. O correio confirmou q foi postado apenas um envelope de 10 gramas. E nao o estetoscopio
Caso nao chegue processarei",2018-07-31 00:00:00,2018-07-31 19:56:30,
58857,53686a49cf02748b768a8f61563983fa,49a4ac17405a0e93eacd89de7e081904,1,,A minha encomenda veio totalmente quebrada....,2017-12-28 00:00:00,2017-12-29 15:41:43,
